Transaction,datetime,Item,beverage,other,kids,snacks,bread,breakfast_pastry,breakfast,dessert,condiments,lunch,other_food,hour,weekday_Monday,weekday_Saturday,weekday_Sunday,weekday_Thursday,weekday_Tuesday,weekday_Wednesday
230,2016-11-01 13:41:53,Alfajores,0,0,0,0,0,0,0,1,0,0,0,13,False,False,False,False,True,False
231,2016-11-01 13:45:21,Cake,0,0,0,0,0,0,0,1,0,0,0,13,False,False,False,False,True,False
232,2016-11-01 14:10:03,TeaTeaBread,2,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,True,False
233,2016-11-01 14:13:26,CoffeeTeaBreadSoup,2,0,0,0,1,0,0,0,0,1,0,14,False,False,False,False,True,False
234,2016-11-01 14:14:01,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,True,False
235,2016-11-01 14:18:52,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,True,False
236,2016-11-01 14:22:07,Fudge,0,0,0,0,0,0,0,1,0,0,0,14,False,False,False,False,True,False
237,2016-11-01 14:25:14,CoffeeSandwich,1,0,0,0,0,0,0,0,0,1,0,14,False,False,False,False,True,False
238,2016-11-01 14:37:16,TeaBreadCookiesPastry,1,0,0,0,1,1,0,1,0,0,0,14,False,False,False,False,True,False
239,2016-11-01 14:37:26,Muffin,0,0,0,0,0,1,0,0,0,0,0,14,False,False,False,False,True,False
240,2016-11-01 14:42:31,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,True,False
241,2016-11-01 14:54:33,JamTea,1,0,0,0,0,0,0,0,1,0,0,14,False,False,False,False,True,False
242,2016-11-01 15:02:23,JuiceTeaAlfajores,2,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,True,False
243,2016-11-01 15:18:43,CakeMuffinCoffeeSoup,1,0,0,0,0,1,0,1,0,1,0,15,False,False,False,False,True,False
244,2016-11-01 15:33:18,Hot chocolateCakeCoffee,2,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,True,False
245,2016-11-01 15:37:30,CakeCookies,0,0,0,0,0,0,0,2,0,0,0,15,False,False,False,False,True,False
246,2016-11-01 15:48:44,TeaBread,1,0,0,0,1,0,0,0,0,0,0,15,False,False,False,False,True,False
247,2016-11-01 16:07:11,AlfajoresCoffeeCoffeeCoffeeJuice,4,0,0,0,0,0,0,1,0,0,0,16,False,False,False,False,True,False
248,2016-11-01 16:08:22,CoffeeTeaSoup,2,0,0,0,0,0,0,0,0,1,0,16,False,False,False,False,True,False
249,2016-11-01 16:10:03,Hot chocolate,1,0,0,0,0,0,0,0,0,0,0,16,False,False,False,False,True,False
250,2016-11-01 16:10:42,Cookies,0,0,0,0,0,0,0,1,0,0,0,16,False,False,False,False,True,False
251,2016-11-01 16:26:55,CoffeeMedialuna,1,0,0,0,0,1,0,0,0,0,0,16,False,False,False,False,True,False
252,2016-11-01 16:28:57,BreadEggs,0,0,0,0,1,0,1,0,0,0,0,16,False,False,False,False,True,False
253,2016-11-01 17:46:13,Scandinavian,0,0,0,0,1,0,0,0,0,0,0,17,False,False,False,False,True,False
254,2016-11-01 18:43:55,Medialuna,0,0,0,0,0,1,0,0,0,0,0,18,False,False,False,False,True,False
255,2016-11-02 08:02:20,CoffeeCoffeePastry,2,0,0,0,0,1,0,0,0,0,0,8,False,False,False,False,False,True
256,2016-11-02 08:05:03,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,8,False,False,False,False,False,True
257,2016-11-02 08:07:05,BreadCoffeePastryNONE,1,1,0,0,1,1,0,0,0,0,0,8,False,False,False,False,False,True
258,2016-11-02 08:08:45,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,8,False,False,False,False,False,True
259,2016-11-02 08:11:35,Pastry,0,0,0,0,0,1,0,0,0,0,0,8,False,False,False,False,False,True
260,2016-11-02 08:12:03,Coffee,1,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,False,True
261,2016-11-02 08:12:51,Coffee,1,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,False,True
262,2016-11-02 08:29:04,CoffeeHot chocolatePastry,2,0,0,0,0,1,0,0,0,0,0,8,False,False,False,False,False,True
263,2016-11-02 08:53:32,Coke,1,0,0,0,0,0,0,0,0,0,0,8,False,False,False,False,False,True
264,2016-11-02 09:02:24,CoffeeJam,1,0,0,0,0,0,0,0,1,0,0,9,False,False,False,False,False,True
265,2016-11-02 09:03:13,Tea,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,True
266,2016-11-02 09:05:25,NONEBreadPastry,0,1,0,0,1,1,0,0,0,0,0,9,False,False,False,False,False,True
267,2016-11-02 09:18:53,CoffeeAlfajoresFarm House,1,0,0,0,0,0,0,1,0,0,1,9,False,False,False,False,False,True
268,2016-11-02 09:22:47,TeaPastry,1,0,0,0,0,1,0,0,0,0,0,9,False,False,False,False,False,True
269,2016-11-02 09:25:31,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,True
270,2016-11-02 09:27:58,CoffeeJam,1,0,0,0,0,0,0,0,1,0,0,9,False,False,False,False,False,True
271,2016-11-02 09:33:47,CoffeeTeaCoffeePastry,3,0,0,0,0,1,0,0,0,0,0,9,False,False,False,False,False,True
272,2016-11-02 09:35:10,Farm House,0,0,0,0,0,0,0,0,0,0,1,9,False,False,False,False,False,True
274,2016-11-02 09:52:58,CoffeeNONEBreadPastry,1,1,0,0,1,1,0,0,0,0,0,9,False,False,False,False,False,True
275,2016-11-02 09:53:28,Farm House,0,0,0,0,0,0,0,0,0,0,1,9,False,False,False,False,False,True
276,2016-11-02 09:54:47,CoffeeCoffeePastry,2,0,0,0,0,1,0,0,0,0,0,9,False,False,False,False,False,True
277,2016-11-02 10:12:15,Farm House,0,0,0,0,0,0,0,0,0,0,1,10,False,False,False,False,False,True
278,2016-11-02 10:13:27,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,10,False,False,False,False,False,True
279,2016-11-02 10:15:48,NONECoffee,1,1,0,0,0,0,0,0,0,0,0,10,False,False,False,False,False,True
280,2016-11-02 10:17:22,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,10,False,False,False,False,False,True
281,2016-11-02 10:29:56,BreadBread,0,0,0,0,2,0,0,0,0,0,0,10,False,False,False,False,False,True
282,2016-11-02 10:37:45,BreadCoffeePastry,1,0,0,0,1,1,0,0,0,0,0,10,False,False,False,False,False,True
283,2016-11-02 10:44:50,PastryCoffee,1,0,0,0,0,1,0,0,0,0,0,10,False,False,False,False,False,True
284,2016-11-02 10:48:08,CoffeeFarm House,1,0,0,0,0,0,0,0,0,0,1,10,False,False,False,False,False,True
285,2016-11-02 10:52:20,Farm HouseFarm HousePastry,0,0,0,0,0,1,0,0,0,0,2,10,False,False,False,False,False,True
286,2016-11-02 10:53:48,BreadJuiceAlfajores,1,0,0,0,1,0,0,1,0,0,0,10,False,False,False,False,False,True
287,2016-11-02 10:56:40,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,10,False,False,False,False,False,True
288,2016-11-02 10:59:16,BreadAlfajores,0,0,0,0,1,0,0,1,0,0,0,10,False,False,False,False,False,True
289,2016-11-02 11:00:57,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,False,False,True
290,2016-11-02 11:03:49,CoffeeCookies,1,0,0,0,0,0,0,1,0,0,0,11,False,False,False,False,False,True
291,2016-11-02 11:04:47,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,False,True
292,2016-11-02 11:15:13,Cookies,0,0,0,0,0,0,0,1,0,0,0,11,False,False,False,False,False,True
293,2016-11-02 11:29:15,Hearty & Seasonal,0,0,0,0,0,0,0,0,0,0,1,11,False,False,False,False,False,True
294,2016-11-02 11:35:36,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,False,False,True
295,2016-11-02 11:39:45,JamTartineBread,0,0,0,0,1,0,0,1,1,0,0,11,False,False,False,False,False,True
296,2016-11-02 11:58:42,Farm HouseScandinavian,0,0,0,0,1,0,0,0,0,0,1,11,False,False,False,False,False,True
297,2016-11-02 12:06:51,Hearty & SeasonalCoffeeMuffinScandinavian,1,0,0,0,1,1,0,0,0,0,1,12,False,False,False,False,False,True
298,2016-11-02 12:11:56,TartinePick and Mix BowlsNONECoffeeCoke,2,1,0,1,0,0,0,1,0,0,0,12,False,False,False,False,False,True
299,2016-11-02 12:14:15,Bread,0,0,0,0,1,0,0,0,0,0,0,12,False,False,False,False,False,True
300,2016-11-02 12:18:15,ScandinavianFarm HouseAlfajoresCoffeeCoffee,2,0,0,0,1,0,0,1,0,0,1,12,False,False,False,False,False,True
301,2016-11-02 12:24:06,JuiceMineral waterSoup,2,0,0,0,0,0,0,0,0,1,0,12,False,False,False,False,False,True
302,2016-11-02 12:27:31,SoupTea,1,0,0,0,0,0,0,0,0,1,0,12,False,False,False,False,False,True
303,2016-11-02 12:30:42,JuiceTeaCookiesSoup,2,0,0,0,0,0,0,1,0,1,0,12,False,False,False,False,False,True
304,2016-11-02 12:33:51,Hearty & SeasonalTea,1,0,0,0,0,0,0,0,0,0,1,12,False,False,False,False,False,True
305,2016-11-02 12:35:41,Fudge,0,0,0,0,0,0,0,1,0,0,0,12,False,False,False,False,False,True
306,2016-11-02 12:39:02,CoffeeMineral waterJuiceSoup,3,0,0,0,0,0,0,0,0,1,0,12,False,False,False,False,False,True
307,2016-11-02 12:52:44,Hearty & Seasonal,0,0,0,0,0,0,0,0,0,0,1,12,False,False,False,False,False,True
308,2016-11-02 12:54:49,Hearty & SeasonalSmoothies,1,0,0,0,0,0,0,0,0,0,1,12,False,False,False,False,False,True
309,2016-11-02 12:56:40,Hearty & SeasonalTea,1,0,0,0,0,0,0,0,0,0,1,12,False,False,False,False,False,True
310,2016-11-02 13:02:57,CoffeeSandwichSandwich,1,0,0,0,0,0,0,0,0,2,0,13,False,False,False,False,False,True
311,2016-11-02 13:09:40,CookiesFarm House,0,0,0,0,0,0,0,1,0,0,1,13,False,False,False,False,False,True
312,2016-11-02 13:11:57,SoupTeaJuice,2,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,True
313,2016-11-02 13:12:44,Soup,0,0,0,0,0,0,0,0,0,1,0,13,False,False,False,False,False,True
314,2016-11-02 13:16:48,Coffee,1,0,0,0,0,0,0,0,0,0,0,13,False,False,False,False,False,True
316,2016-11-02 13:23:56,Bread,0,0,0,0,1,0,0,0,0,0,0,13,False,False,False,False,False,True
317,2016-11-02 13:42:15,CookiesTea,1,0,0,0,0,0,0,1,0,0,0,13,False,False,False,False,False,True
318,2016-11-02 13:46:42,SoupHearty & SeasonalBread,0,0,0,0,1,0,0,0,0,1,1,13,False,False,False,False,False,True
319,2016-11-02 13:50:59,Coffee,1,0,0,0,0,0,0,0,0,0,0,13,False,False,False,False,False,True
320,2016-11-02 13:58:39,Coffee,1,0,0,0,0,0,0,0,0,0,0,13,False,False,False,False,False,True
321,2016-11-02 14:00:37,CoffeeTea,2,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,False,True
322,2016-11-02 14:01:20,Bread,0,0,0,0,1,0,0,0,0,0,0,14,False,False,False,False,False,True
323,2016-11-02 14:05:20,Tea,1,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,False,True
324,2016-11-02 14:11:14,CoffeeTea,2,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,False,True
325,2016-11-02 14:11:50,Coffee,1,0,0,0,0,0,0,0,0,0,0,14,False,False,False,False,False,True
326,2016-11-02 14:34:44,Fudge,0,0,0,0,0,0,0,1,0,0,0,14,False,False,False,False,False,True
327,2016-11-02 15:03:25,Tea,1,0,0,0,0,0,0,0,0,0,0,15,False,False,False,False,False,True
328,2016-11-02 15:25:57,SoupTea,1,0,0,0,0,0,0,0,0,1,0,15,False,False,False,False,False,True
329,2016-11-02 15:33:54,Juice,1,0,0,0,0,0,0,0,0,0,0,15,False,False,False,False,False,True
330,2016-11-02 15:46:22,Alfajores,0,0,0,0,0,0,0,1,0,0,0,15,False,False,False,False,False,True
331,2016-11-02 15:57:42,Bread,0,0,0,0,1,0,0,0,0,0,0,15,False,False,False,False,False,True
332,2016-11-02 16:25:49,CoffeeAlfajores,1,0,0,0,0,0,0,1,0,0,0,16,False,False,False,False,False,True
333,2016-11-02 16:54:35,JuiceAlfajoresCookiesPick and Mix BowlsMineral water,2,0,0,1,0,0,0,2,0,0,0,16,False,False,False,False,False,True
334,2016-11-02 17:01:56,CoffeeAlfajores,1,0,0,0,0,0,0,1,0,0,0,17,False,False,False,False,False,True
335,2016-11-02 17:41:01,Fudge,0,0,0,0,0,0,0,1,0,0,0,17,False,False,False,False,False,True
336,2016-11-02 18:08:40,Mighty ProteinJuice,1,0,0,1,0,0,0,0,0,0,0,18,False,False,False,False,False,True
337,2016-11-02 18:13:04,CoffeeMineral waterAlfajores,2,0,0,0,0,0,0,1,0,0,0,18,False,False,False,False,False,True
338,2016-11-02 18:19:43,Mighty ProteinCoffee,1,0,0,1,0,0,0,0,0,0,0,18,False,False,False,False,False,True
339,2016-11-02 18:40:02,Alfajores,0,0,0,0,0,0,0,1,0,0,0,18,False,False,False,False,False,True
340,2016-11-03 07:46:50,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,7,False,False,False,True,False,False
341,2016-11-03 07:50:50,MedialunaMedialuna,0,0,0,0,0,2,0,0,0,0,0,7,False,False,False,True,False,False
342,2016-11-03 08:01:08,MedialunaBread,0,0,0,0,1,1,0,0,0,0,0,8,False,False,False,True,False,False
343,2016-11-03 08:07:16,Farm House,0,0,0,0,0,0,0,0,0,0,1,8,False,False,False,True,False,False
344,2016-11-03 08:08:26,CoffeePastry,1,0,0,0,0,1,0,0,0,0,0,8,False,False,False,True,False,False
345,2016-11-03 08:09:59,Farm House,0,0,0,0,0,0,0,0,0,0,1,8,False,False,False,True,False,False
346,2016-11-03 08:15:21,NONECoffeeCoffeePastryPastryCoffee,3,1,0,0,0,2,0,0,0,0,0,8,False,False,False,True,False,False
347,2016-11-03 08:40:43,Medialuna,0,0,0,0,0,1,0,0,0,0,0,8,False,False,False,True,False,False
348,2016-11-03 08:49:23,BreadNONETeaSandwich,1,1,0,0,1,0,0,0,0,1,0,8,False,False,False,True,False,False
349,2016-11-03 08:54:40,Bread,0,0,0,0,1,0,0,0,0,0,0,8,False,False,False,True,False,False
350,2016-11-03 09:00:24,JamCoffeeFarm House,1,0,0,0,0,0,0,0,1,0,1,9,False,False,False,True,False,False
351,2016-11-03 09:02:32,Focaccia,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,True,False,False
352,2016-11-03 09:06:17,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,True,False,False
353,2016-11-03 09:08:32,TartinePastryBreadMy-5 Fruit Shoot,0,0,1,0,1,1,0,1,0,0,0,9,False,False,False,True,False,False
354,2016-11-03 09:13:37,Farm HousePastry,0,0,0,0,0,1,0,0,0,0,1,9,False,False,False,True,False,False
355,2016-11-03 09:19:54,BreadPastry,0,0,0,0,1,1,0,0,0,0,0,9,False,False,False,True,False,False
356,2016-11-03 09:24:38,PastryBread,0,0,0,0,1,1,0,0,0,0,0,9,False,False,False,True,False,False
357,2016-11-03 09:31:19,JamCoffee,1,0,0,0,0,0,0,0,1,0,0,9,False,False,False,True,False,False
358,2016-11-03 09:34:00,Farm House,0,0,0,0,0,0,0,0,0,0,1,9,False,False,False,True,False,False
359,2016-11-03 09:34:56,BreadPastry,0,0,0,0,1,1,0,0,0,0,0,9,False,False,False,True,False,False
360,2016-11-03 09:44:36,CoffeeTeaBread,2,0,0,0,1,0,0,0,0,0,0,9,False,False,False,True,False,False
361,2016-11-03 09:45:20,Jam,0,0,0,0,0,0,0,0,1,0,0,9,False,False,False,True,False,False
363,2016-11-03 09:57:55,PastryMedialunaMedialuna,0,0,0,0,0,3,0,0,0,0,0,9,False,False,False,True,False,False
364,2016-11-03 09:59:18,Coffee,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,True,False,False
365,2016-11-03 10:01:12,Tea,1,0,0,0,0,0,0,0,0,0,0,10,False,False,False,True,False,False
366,2016-11-03 10:04:37,Bread,0,0,0,0,1,0,0,0,0,0,0,10,False,False,False,True,False,False
367,2016-11-03 10:10:26,BreadPastry,0,0,0,0,1,1,0,0,0,0,0,10,False,False,False,True,False,False
368,2016-11-03 10:13:05,Pastry,0,0,0,0,0,1,0,0,0,0,0,10,False,False,False,True,False,False
369,2016-11-03 10:26:03,Farm House,0,0,0,0,0,0,0,0,0,0,1,10,False,False,False,True,False,False
370,2016-11-03 10:27:05,Tea,1,0,0,0,0,0,0,0,0,0,0,10,False,False,False,True,False,False
371,2016-11-03 10:39:12,CoffeeBrownieAlfajoresFudge,1,0,0,0,0,0,0,3,0,0,0,10,False,False,False,True,False,False
372,2016-11-03 10:48:46,BreadFudgeCookies,0,0,0,0,1,0,0,2,0,0,0,10,False,False,False,True,False,False
373,2016-11-03 11:03:49,Coffee,1,0,0,0,0,0,0,0,0,0,0,11,False,False,False,True,False,False
374,2016-11-03 11:05:44,Bread,0,0,0,0,1,0,0,0,0,0,0,11,False,False,False,True,False,False
375,2016-11-03 11:15:14,CoffeeCoffeeJamPastry,2,0,0,0,0,1,0,0,1,0,0,11,False,False,False,True,False,False
376,2016-11-03 11:20:31,SoupCoffee,1,0,0,0,0,0,0,0,0,1,0,11,False,False,False,True,False,False
377,2016-11-03 11:23:16,SmoothiesSoupHearty & SeasonalPastry,1,0,0,0,0,1,0,0,0,1,1,11,False,False,False,True,False,False
378,2016-11-03 11:31:01,PastryBread,0,0,0,0,1,1,0,0,0,0,0,11,False,False,False,True,False,False
379,2016-11-03 11:47:18,PastryMedialuna,0,0,0,0,0,2,0,0,0,0,0,11,False,False,False,True,False,False
380,2016-11-03 11:51:52,NONETeaCoffee,2,1,0,0,0,0,0,0,0,0,0,11,False,False,False,True,False,False
381,2016-11-03 11:53:09,BreadCookies,0,0,0,0,1,0,0,1,0,0,0,11,False,False,False,True,False,False
382,2016-11-03 12:01:18,CoffeeCoffeeBreadHearty & SeasonalPick and Mix BowlsSandwichFocaccia,2,0,0,1,2,0,0,0,0,1,1,12,False,False,False,True,False,False
383,2016-11-03 12:02:49,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
384,2016-11-03 12:05:25,CoffeeSandwichBrownie,1,0,0,0,0,0,0,1,0,1,0,12,False,False,False,True,False,False
385,2016-11-03 12:07:24,BrownieCookies,0,0,0,0,0,0,0,2,0,0,0,12,False,False,False,True,False,False
386,2016-11-03 12:12:03,Coffee,1,0,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
387,2016-11-03 12:16:15,CoffeeNONE,1,1,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
388,2016-11-03 12:23:47,SandwichNONEBreadCoffee,1,1,0,0,1,0,0,0,0,1,0,12,False,False,False,True,False,False
389,2016-11-03 12:37:58,CoffeeHot chocolate,2,0,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
390,2016-11-03 12:47:09,TeaNONE,1,1,0,0,0,0,0,0,0,0,0,12,False,False,False,True,False,False
391,2016-11-03 13:02:37,SandwichCoffeeBrownie,1,0,0,0,0,0,0,1,0,1,0,13,False,False,False,True,False,False
392,2016-11-03 13:19:57,BrowniePastryFocacciaFarm House,0,0,0,0,1,1,0,1,0,0,1,13,False,False,False,True,False,False
393,2016-11-03 13:30:57,CakeFocaccia,0,0,0,0,1,0,0,1,0,0,0,13,False,False,False,True,False,False
394,2016-11-03 13:35:48,SoupHearty & SeasonalMineral water,1,0,0,0,0,0,0,0,0,1,1,13,False,False,False,True,False,False
395,2016-11-03 13:36:09,Hearty & Seasonal,0,0,0,0,0,0,0,0,0,0,1,13,False,False,False,True,False,False
396,2016-11-03 13:37:53,Hearty & Seasonal,0,0,0,0,0,0,0,0,0,0,1,13,False,False,False,True,False,False
397,2016-11-03 13:41:42,CoffeeCoffeePastry,2,0,0,0,0,1,0,0,0,0,0,13,False,False,False,True,False,False
398,2016-11-03 14:00:26,Coffee,1,0,0,0,0,0,0,0,0,0,0,14,False,False,False,True,False,False
399,2016-11-03 14:03:07,TeaCake,1,0,0,0,0,0,0,1,0,0,0,14,False,False,False,True,False,False
400,2016-11-03 14:09:44,CoffeeSoup,1,0,0,0,0,0,0,0,0,1,0,14,False,False,False,True,False,False
401,2016-11-03 14:14:56,BreadFocacciaFudge,0,0,0,0,2,0,0,1,0,0,0,14,False,False,False,True,False,False
402,2016-11-03 14:16:50,Hot chocolateCoffeeAlfajores,2,0,0,0,0,0,0,1,0,0,0,14,False,False,False,True,False,False
403,2016-11-03 14:26:27,BrowniePastryCake,0,0,0,0,0,1,0,2,0,0,0,14,False,False,False,True,False,False
404,2016-11-03 14:40:15,MedialunaAlfajoresDulce de Leche,0,0,0,0,0,1,0,1,1,0,0,14,False,False,False,True,False,False
405,2016-11-03 14:41:13,Dulce de LecheAlfajores,0,0,0,0,0,0,0,1,1,0,0,14,False,False,False,True,False,False
406,2016-11-03 14:48:35,BreadCake,0,0,0,0,1,0,0,1,0,0,0,14,False,False,False,True,False,False
407,2016-11-03 14:51:45,CakeCoffee,1,0,0,0,0,0,0,1,0,0,0,14,False,False,False,True,False,False
408,2016-11-03 15:00:24,Bread,0,0,0,0,1,0,0,0,0,0,0,15,False,False,False,True,False,False
409,2016-11-03 15:01:52,Sandwich,0,0,0,0,0,0,0,0,0,1,0,15,False,False,False,True,False,False
410,2016-11-03 15:06:48,BreadCoffeeAlfajoresMedialuna,1,0,0,0,1,1,0,1,0,0,0,15,False,False,False,True,False,False
411,2016-11-03 15:19:41,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,False,False,False,True,False,False
412,2016-11-03 15:23:33,BreadAlfajores,0,0,0,0,1,0,0,1,0,0,0,15,False,False,False,True,False,False
413,2016-11-03 15:27:03,TeaCoffee,2,0,0,0,0,0,0,0,0,0,0,15,False,False,False,True,False,False
414,2016-11-03 15:33:17,Bread,0,0,0,0,1,0,0,0,0,0,0,15,False,False,False,True,False,False
415,2016-11-03 15:33:40,Dulce de Leche,0,0,0,0,0,0,0,0,1,0,0,15,False,False,False,True,False,False
416,2016-11-03 15:40:11,Farm House,0,0,0,0,0,0,0,0,0,0,1,15,False,False,False,True,False,False
417,2016-11-03 15:41:18,Fudge,0,0,0,0,0,0,0,1,0,0,0,15,False,False,False,True,False,False
418,2016-11-03 15:42:41,Coffee,1,0,0,0,0,0,0,0,0,0,0,15,False,False,False,True,False,False
419,2016-11-03 15:55:46,CoffeeAlfajoresJuiceElla's Kitchen PouchesBrownie,2,0,1,0,0,0,0,2,0,0,0,15,False,False,False,True,False,False
420,2016-11-03 15:59:29,Alfajores,0,0,0,0,0,0,0,1,0,0,0,15,False,False,False,True,False,False
421,2016-11-03 16:06:19,AlfajoresBrownieCookiesBreadJuice,1,0,0,0,1,0,0,3,0,0,0,16,False,False,False,True,False,False
422,2016-11-03 16:10:01,CakeCookies,0,0,0,0,0,0,0,2,0,0,0,16,False,False,False,True,False,False
423,2016-11-03 16:17:24,Pick and Mix Bowls,0,0,0,1,0,0,0,0,0,0,0,16,False,False,False,True,False,False
424,2016-11-03 16:28:32,Coffee,1,0,0,0,0,0,0,0,0,0,0,16,False,False,False,True,False,False
425,2016-11-03 16:42:40,Farm House,0,0,0,0,0,0,0,0,0,0,1,16,False,False,False,True,False,False
426,2016-11-03 17:15:20,Tea,1,0,0,0,0,0,0,0,0,0,0,17,False,False,False,True,False,False
427,2016-11-03 17:25:09,Coffee,1,0,0,0,0,0,0,0,0,0,0,17,False,False,False,True,False,False
428,2016-11-03 17:29:00,FocacciaFarm House,0,0,0,0,1,0,0,0,0,0,1,17,False,False,False,True,False,False
429,2016-11-03 17:32:25,Dulce de Leche,0,0,0,0,0,0,0,0,1,0,0,17,False,False,False,True,False,False
430,2016-11-03 17:40:05,JuiceMy-5 Fruit ShootElla's Kitchen PouchesCookies,1,0,2,0,0,0,0,1,0,0,0,17,False,False,False,True,False,False
431,2016-11-03 17:45:07,Bread,0,0,0,0,1,0,0,0,0,0,0,17,False,False,False,True,False,False
432,2016-11-03 18:07:31,Hot chocolate,1,0,0,0,0,0,0,0,0,0,0,18,False,False,False,True,False,False
433,2016-11-03 18:08:19,Coffee,1,0,0,0,0,0,0,0,0,0,0,18,False,False,False,True,False,False
435,2016-11-03 18:51:13,Coffee,1,0,0,0,0,0,0,0,0,0,0,18,False,False,False,True,False,False
436,2016-11-03 19:00:19,Coffee,1,0,0,0,0,0,0,0,0,0,0,19,False,False,False,True,False,False
437,2016-11-04 07:32:33,Medialuna,0,0,0,0,0,1,0,0,0,0,0,7,False,False,False,False,False,False
438,2016-11-04 08:34:28,BreadTeaJam,1,0,0,0,1,0,0,0,1,0,0,8,False,False,False,False,False,False
439,2016-11-04 08:36:49,Farm House,0,0,0,0,0,0,0,0,0,0,1,8,False,False,False,False,False,False
440,2016-11-04 08:40:07,Bread,0,0,0,0,1,0,0,0,0,0,0,8,False,False,False,False,False,False
441,2016-11-04 08:45:42,CoffeeNONE,1,1,0,0,0,0,0,0,0,0,0,8,False,False,False,False,False,False
442,2016-11-04 08:53:11,MedialunaCoffee,1,0,0,0,0,1,0,0,0,0,0,8,False,False,False,False,False,False
443,2016-11-04 09:02:15,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,False
444,2016-11-04 09:05:15,MedialunaPastryMedialuna,0,0,0,0,0,3,0,0,0,0,0,9,False,False,False,False,False,False
445,2016-11-04 09:07:34,CoffeeCoffeeJam,2,0,0,0,0,0,0,0,1,0,0,9,False,False,False,False,False,False
446,2016-11-04 09:08:17,BreadCoffee,1,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,False
447,2016-11-04 09:09:54,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,False
448,2016-11-04 09:11:33,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,False
449,2016-11-04 09:13:17,Hot chocolate,1,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,False
450,2016-11-04 09:14:38,BreadMedialuna,0,0,0,0,1,1,0,0,0,0,0,9,False,False,False,False,False,False
451,2016-11-04 09:22:21,BreadJam,0,0,0,0,1,0,0,0,1,0,0,9,False,False,False,False,False,False
452,2016-11-04 09:23:35,JamBread,0,0,0,0,1,0,0,0,1,0,0,9,False,False,False,False,False,False
453,2016-11-04 09:24:29,CoffeeBread,1,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,False
454,2016-11-04 09:29:16,BreadFarm House,0,0,0,0,1,0,0,0,0,0,1,9,False,False,False,False,False,False
455,2016-11-04 09:30:11,BreadCoffeeCoffee,2,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,False
456,2016-11-04 09:38:45,TeaPastry,1,0,0,0,0,1,0,0,0,0,0,9,False,False,False,False,False,False
457,2016-11-04 09:40:56,CoffeeCoffee,2,0,0,0,0,0,0,0,0,0,0,9,False,False,False,False,False,False
458,2016-11-04 09:52:19,Bread,0,0,0,0,1,0,0,0,0,0,0,9,False,False,False,False,False,False
459,2016-11-04 09:55:18,PastryBrownie,0,0,0,0,0,1,0,1,0,0,0,9,False,False,False,False,False,False
460,2016-11-04 10:01:40,Farm House,0,0,0,0,0,0,0,0,0,0,1,10,False,False,False,False,False,False
461,2016-11-04 10:01:57,Coffee,1,0,0,0,0,0,0,0,0,0,0,10,False,False,False,False,False,False
